cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
pengusaha sudah di peras dengan preman dan pajaknya maslaah baju buat sekolah harus juga dari pengusaha apbn kmn abis sama makan siang gratis dan bagi jabatan segitunya kah masalah kecil harus minta bantuan dari pengusaha nanti ada kebijkan lain minta bantuan lgi brp bnyak,usaha peras preman pajak maslaah baju buat sekolah usaha anggar dapat dan belanja negara kmn habis sama makan siang gratis jabat segitunya masalah kecil minta bantu usaha kebijkan minta bantu lgi berapa bnyak,Negative,0.9973269701004028,negative,high,208,33
tvr komisi xi dpr ri program pemerintah tetap jaga defisit apbn menanggapi rencana program makan siang bergizi gratis anggota komisi xi dpr ri hendrawan supratikno mendorong pemerintah dapat melaksanakan tersebut dengan perhitungan matang pipedvideomtrmrxvjxs,tvr komisi dewan wakil rakyat program pemerintah tetap jaga defisit anggar dapat dan belanja negara tanggap rencana program makan siang gizi gratis anggota komisi dewan wakil rakyat hendrawan supratikno dorong pemerintah laksana sebut hitung matang pipedvideomtrmrxvjxs,Neutral,0.9995450377464294,neutral,high,269,36
ngapain sumbang kan ada apbn drpd kasih makan siang gratis atau bikin ikn yg gajelas alokasikan apbn banyak ke pendidikan masa presiden pola pikirnya kek gini,ngapain sumbang kan anggar dapat dan belanja negara drpd kasih makan siang gratis bikin ikn gajelas alokasi anggar dapat dan belanja negara banyak didik masa presiden pola pikir begini,Neutral,0.9120473861694336,neutral,high,184,29
itu menyumbang gratis atau pakai dana corporate social responsibility csr kalau csr itu bukan gratis namanya karena csr digunakan untuk mengurangi pajak jadi pada dasarnya dibiayai oleh apbn mana ada hari gini makan siang gratis,sumbang gratis pakai dana corporate social responsibility csr kalau csr bukan_gratis nama csr guna kurang pajak jadi dasar biaya anggar dapat dan belanja negara mana hari begini makan siang gratis,Neutral,0.9996323585510254,negative,high,196,30
loe ngomong apa sih bisa gak pakai bahasa indonesia untuk orang normal ngomong aja belepotan sok intelek makan siang gratis itu blunder prabowo apbn hampir separonya untuk bayar utang bahan baku untuk makan siang gratis impor dari vietnam,kamu ngomong apa gak_pakai bahasa indonesia orang normal ngomong belepotan sok intelek makan siang gratis blunder prabowo anggar dapat dan belanja negara hampir paro bayar utang bahan baku makan siang gratis impor vietnam,Negative,0.9997946619987488,negative,high,221,33
makan siang gratis anak sekolah seindonesia tiap hari saya yang bayarin gak usah pake apbn ttd hamba allah yang ingin pamer,makan siang gratis anak sekolah indonesia tiap hari bayarin gak_usah pakai anggar dapat dan belanja negara ttd hamba allah pamer,Neutral,0.9986180067062378,neutral,high,128,20
makan siang gratis apbn tapera potongan gaji lah baju seragam,makan siang gratis anggar dapat dan belanja negara tapera potong gaji lah baju seragam,Neutral,0.9996998310089111,neutral,high,86,14
ya gak ada hubungannya program makan siang gratis itu dana nya udah ada di apbn t,gak_ada hubung program makan siang gratis dana nya anggar dapat dan belanja negara,Neutral,0.9995772242546082,neutral,high,82,13
apakah ini salah satu cara membiayai makan siang gratis tanpa memberatkan apbn,salah satu cara biaya makan siang gratis berat anggar dapat dan belanja negara,Neutral,0.998755693435669,neutral,high,78,13
gak ada makan siang gratis bagi pengembang dia akan mendpatkan keuntungan anggaran dari apbn kali lipat dari yg diberikan,gak_ada makan siang gratis kembang mendpatkan untung anggaran anggar dapat dan belanja negara kali lipat beri,Positive,0.9991303086280823,positive,high,109,16
gerombolan perampok apbn waktu di komnas ham saja gk jelas kerjanya duitnya utk makan siang gratis kali patungan masing kementrian,gerombol rampok anggar dapat dan belanja negara waktu komnas ham jelas kerja duit makan siang gratis kali patungan masing tri,Neutral,0.9982258677482605,neutral,high,125,20
bahkan makan siang gratis aja ngambil dari apbn yang ujungnya duit pajak sendiri,bahkan makan siang gratis ngambil anggar dapat dan belanja negara ujung uang pajak sendiri,Neutral,0.8505238890647888,neutral,high,90,14
ada makan siang gratis apbn sdh sempoyonganmaksa ikn lagi jadi tambah nyungsep apbn nya pajak naik subsidi cabut ngutang yg gede dpr mewakili siapa ga nyambung,makan siang gratis anggar dapat dan belanja negara sempoyonganmaksa ikn jadi tambah nyungsep anggar dapat dan belanja negara nya pajak naik subsidi cabut ngutang besar dewan wakil rakyat wakil siapa ga_nyambung,Neutral,0.5381226539611816,neutral,low,210,31
ini kalau swastanya masuk krn kalau dari apbn sepertinya berat kalau liat dri prioritas beliau makan siang gratis swasembada serta pertahanan negara kayanya ikn bukan besar prioritas faktanya pak prabowo sudah potong anggaran ikn skrg menjadi triliun pertahun,kalau swasta masuk kalau anggar dapat dan belanja negara seperti berat kalau lihat prioritas beliau makan siang gratis swasembada tahan negara kaya ikn bukan_besar prioritas fakta pak prabowo potong anggaran ikn sekarang jadi triliun tahun,Negative,0.9985289573669434,negative,high,239,35
sepertinya prabowo belom jejeg bener megang kekuasaan masih berusaha ngambil hati dan dukungan penguasa lama yg pro mulyono secara logika gk mungkin jalan duanya makan siang gratis akan jadi prioritas utama nerusin ikn cuma basabasi aja kayak apbn kita surplus aja,seperti prabowo bom jejeg benar megang kuasa usaha ngambil hati dukung kuasa lama dukung buruk logika mungkin jalan dua makan siang gratis jadi prioritas utama nerusin ikn cuma basabasi kayak anggar dapat dan belanja negara surplus,Negative,0.9994252920150757,negative,high,231,36
enak betull hidup di indonesia ini makan siang gratis makan malam gratis sekolah gratis transportasi umum dikota besar gratis subsidi ini itu tpi apbn kok defisit parah,enak betull hidup indonesia makan siang gratis makan malam gratis sekolah gratis transportasi umum kota besar gratis subsidi anggar dapat dan belanja negara kok defisit parah,Negative,0.639066219329834,negative,medium,174,26
kalo negara ini surplus dana mungkin bisa dilaksanakan tapi dana apbn aja dipress habisan untuk ikn belom lagi proker makan siang gratis toh peminat masuk militer di indonesia engga defisit urgensinya ga sepenting itu,kalau negara surplus dana mungkin laksana dana anggar dapat dan belanja negara dipress habis ikn bom proker makan siang gratis minat masuk militer indonesia engga defisit urgensi ga_sepenting,Neutral,0.9894002079963684,neutral,high,191,28
pak apbn kita gak cukup makan siang gratis aja udah membebani apbn ini mau wamil lagi banyangin setahun angkatannya berapa juta orang putra putri lagi,pak anggar dapat dan belanja negara gak_cukup makan siang gratis beban anggar dapat dan belanja negara mau wamil banyangin tahun angkat berapa juta orang putra putri,Neutral,0.5394585132598877,negative,low,165,26
buat gaji kabinet super gemuk nya saja apbn bisa babak belur belum lagi kereta cepat ikn makan siang gratis jakartaviral prabowo,buat gaji kabinet super gemuk nya anggar dapat dan belanja negara babak bur kereta cepat ikn makan siang gratis jakartaviral prabowo,Neutral,0.9996694326400757,positive,high,132,21
keputusan gabung brics bikin industri berkembang program makan siang gratis di sekolah selalu jadi perbincangan hangat enambulanpemerintah,putus gabung brics bikin industri kembang program makan siang gratis sekolah selalu jadi bincang hangat enambulanpemerintah,Neutral,0.9990346431732178,neutral,high,123,16
di enam bulan ini indonesia udah bikin gebrakan produksi nasional naik pasar dunia terbuka lewat brics program makan siang gratis tambah luas enambulanpemerintah,enam bulan indonesia bikin gebrak produksi nasional naik pasar dunia buka lewat brics program makan siang gratis tambah luas enambulanpemerintah,Neutral,0.9990843534469604,neutral,high,144,20
program sosial makan siang gratis nggak cuma bantu anak sekolah tapi juga naikin demand produk pangan petani lokal enambulanpemerintah,program sosial makan siang gratis nggak_cuma bantu anak sekolah naikin demand produk pangan tani lokal enambulanpemerintah,Neutral,0.9976342916488647,neutral,high,122,16
keikutsertaan indonesia di brics jadi gebrakan ekonomi bertumbuh dan program makan siang gratis bikin siswa lebih bersemangat enambulanpemerintah,keikutsertaan indonesia brics jadi gebrak ekonomi tumbuh program makan siang gratis bikin siswa lebih semangat enambulanpemerintah,Neutral,0.92606520652771,neutral,high,130,16
gabung brics bikin pergaulan ekonomi meluas industri berkembang makan siang gratis jadi salah satu program paling ditunggu di sekolah enambulanpemerintah,gabung brics bikin gaul ekonomi luas industri kembang makan siang gratis jadi salah satu program paling tunggu sekolah enambulanpemerintah,Neutral,0.9978366494178772,neutral,high,138,19
program makan siang gratis udah tembus jutaan anak sekolah diplomasi makin aktif industri nasional dapat angin segar di bawah kepemimpinan prabowo enambulanpemerintah,program makan siang gratis tembus juta anak sekolah diplomasi makin aktif industri nasional angin segar bawah pimpin prabowo enambulanpemerintah,Neutral,0.9899646639823914,neutral,high,144,19
fokus pada diplomasi dan industri enam bulan terakhir indonesia tunjukin diri program makan siang gratis disambut meriah di sekolah enambulanpemerintah,fokus diplomasi industri enam bulan akhir indonesia tunjukin diri program makan siang gratis sambut riah sekolah enambulanpemerintah,Neutral,0.9996263980865479,neutral,high,132,17
program makan siang gratis jadi daya tarik siswa buat tetap sekolah absen turun drastis enambulanpemerintah,program makan siang gratis jadi daya tarik siswa buat tetap sekolah absen turun drastis enambulanpemerintah,Neutral,0.9994683861732483,neutral,high,107,15
setengah tahun ekspor indonesia ke brics meroket lapangan kerja industri bertambah dan program makan siang gratis tambah luas sasarannya enambulanpemerintah,tengah tahun ekspor indonesia brics roket lapang kerja industri tambah program makan siang gratis tambah luas sasar enambulanpemerintah,Neutral,0.9940991401672363,neutral,high,135,18
program makan siang gratis bantu tingkatkan konsentrasi siswa saat belajar enambulanpemerintah,program makan siang gratis bantu tingkat konsentrasi siswa ajar enambulanpemerintah,Neutral,0.9996880292892456,neutral,high,83,10
setengah tahun pemerintahan baru peluang dagang internasional terbuka lewat brics program makan siang gratis sambut anak sekolah setiap hari enambulanpemerintah,tengah tahun perintah baru peluang dagang internasional buka lewat brics program makan siang gratis sambut anak sekolah hari enambulanpemerintah,Neutral,0.9994943141937256,neutral,high,144,19
brics tingkatkan investasi sementara sekolah negeri punya program makan siang gratis untuk semua siswa enambulanpemerintah,brics tingkat investasi sekolah negeri punya program makan siang gratis semua siswa enambulanpemerintah,Neutral,0.9997190833091736,neutral,high,103,13
setengah tahun prabowo indonesia makin terbuka secara global ekonomi pulih dan makan siang gratis di sekolah jadi program andalan enambulanpemerintah,tengah tahun prabowo indonesia makin buka global ekonomi pulih makan siang gratis sekolah jadi program andal enambulanpemerintah,Neutral,0.998802661895752,neutral,high,128,17
program makan siang gratis bikin anakanak makin semangat belajar kesehatan mereka juga ikut terjaga enambulanpemerintah,program makan siang gratis bikin anakanak makin semangat ajar sehat ikut jaga enambulanpemerintah,Neutral,0.9208986163139343,neutral,high,97,13
program sosial kayak makan siang gratis benerbener bantu keluarga biaya makan anak jadi lebih ringan enambulanpemerintah,program sosial kayak makan siang gratis benerbener bantu keluarga biaya makan anak jadi lebih ringan enambulanpemerintah,Neutral,0.9896571040153503,neutral,high,120,16
dengan keanggotaan brics indonesia makin eksis di kancah dunia pertumbuhan ekonomi naik dan program makan siang gratis di sekolah makin banyak dinikmati enambulanpemerintah,anggota brics indonesia makin eks kancah dunia tumbuh ekonomi naik program makan siang gratis sekolah makin banyak nikmat enambulanpemerintah,Positive,0.9960053563117981,positive,high,141,19
program makan siang gratis jadi salah satu inisiatif sosial terbesar di enambulanpemerintah,program makan siang gratis jadi salah satu inisiatif sosial besar enambulanpemerintah,Neutral,0.9996954202651978,neutral,high,85,11
indonesia makin percaya diri di tingkat global lewat brics program makan siang gratis diperluas biar semua siswa bisa sekolah sambil kenyang enambulanpemerintah,indonesia makin percaya diri tingkat global lewat brics program makan siang gratis luas biar semua siswa sekolah kenyang enambulanpemerintah,Positive,0.9958840012550354,positive,high,140,19
program makan siang gratis dapat apresiasi dari unicef berkat dampaknya ke kesehatan anak enambulanpemerintah,program makan siang gratis apresiasi unicef berkat dampak sehat anak enambulanpemerintah,Neutral,0.9983922839164734,positive,high,88,11
sekolah makin rame program makan siang gratis buat anak sehat ekonomi berkembang dan diplomasi ri lebih luas sama brics enambulanpemerintah,sekolah makin rame program makan siang gratis buat anak sehat ekonomi kembang diplomasi lebih luas sama brics enambulanpemerintah,Negative,0.9194169044494629,negative,high,129,18
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia depok juni kepolisian republik indonesia polri mempercepat pembukaan,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia depok juni polisi republik indonesia polri cepat buka,Neutral,0.9994210004806519,positive,high,193,29
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia depok juni kepolisian republik indonesia polri mempercepat pembukaan sppg polri,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia depok juni polisi republik indonesia polri cepat buka sppg polri,Neutral,0.9993546605110168,positive,high,204,31
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia,Neutral,0.9993914365768433,positive,high,139,21
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia depok juni kepolisian republik indonesia polri mempercepat pembukaan satuan,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia depok juni polisi republik indonesia polri cepat buka satu,Neutral,0.9994627833366394,positive,high,198,30
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo hariansinarbogorcom,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo hariansinarbogorcom,Neutral,0.9991528987884521,positive,high,108,15
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia,Neutral,0.9993914365768433,positive,high,139,21
polri perluas dapur makan bergizi gratis sppg polri untuk dukung program makanan bergizi presiden prabowo lokasi beroperasi lainnya segera hadir di seluruh indonesia depok juni kepolisian republik indonesia polri mempercepat pembukaan satuan,polri luas dapur makan gizi gratis sppg polri dukung program makan gizi presiden prabowo lokasi operasi lain segera hadir seluruh indonesia depok juni polisi republik indonesia polri cepat buka satu,Neutral,0.9994627833366394,positive,high,198,30
makin ke bawah makin terasa program prorakyat seperti bansos makan bergizi gratis disebut bikin masyarakat menengah bawah cepat percayaprabowo langsung nyentuh kebutuhan dasar indonesialebihkuat kinerja presiden prabowo,makin bawah makin asa program prorakyat bantu sosial makan gizi gratis sebut bikin masyarakat tengah bawah cepat percayaprabowo langsung nyentuh butuh dasar indonesialebihkuat kerja presiden prabowo,Neutral,0.4340820014476776,positive,low,198,26
program makan bergizi gratis mempercepat dukungan masyarakat atas kinerja presiden prabowo indonesialebihkuat tempocopolitiksurveiipo,program makan gizi gratis cepat dukung masyarakat atas kerja presiden prabowo indonesialebihkuat tempocopolitiksurveiipo,Neutral,0.9996445178985596,positive,high,120,13
program unggulan seperti makan gratis menjadi cermin keberhasilan awal kinerja presiden prabowo indonesialebihkuat tempocopolitiksurveiipo,program unggul makan gratis jadi cermin hasil awal kerja presiden prabowo indonesialebihkuat tempocopolitiksurveiipo,Neutral,0.9993559718132019,neutral,high,116,13
program makan gratis jadi bukti bahwa kinerja presiden prabowo benarbenar menyentuh kehidupan seharihari rakyat indonesialebihkuat mediaindonesiacompolitikd,program makan gratis jadi bukti kerja presiden prabowo benarbenar sentuh hidup seharihari masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.7276511192321777,neutral,medium,145,15
program makan bergizi gratis menjadi salah satu alasan publik menilai kinerja presiden prabowo sangat baik indonesialebihkuat mediaindonesiacompolitikd,program makan gizi gratis jadi salah satu alas publik nilai kerja presiden prabowo sangat baik indonesialebihkuat mediaindonesiacompolitikd,Positive,0.9991376399993896,positive,high,139,17
jemput skl ke sekul malah dikasi makan gratis ahahah akhirnya cobain juga program prabowo,jemput skl sekul malah kasi makan gratis ahahah akhir cobain program prabowo,Neutral,0.767538845539093,neutral,medium,76,12
dalam waktu singkat presiden prabowo mampu membangun kepercayaan publik program bantuan sosial dan makan bergizi gratis langsung dirasakan manfaatnya kepuasan menjadi bukti arah kebijakan yang tepat indonesialebihkuat kinerja presiden prabowo antaranewscomberita,waktu singkat presiden prabowo mampu bangun percaya publik program bantu sosial makan gizi gratis langsung rasa manfaat puas jadi bukti arah kebijakan tepat indonesialebihkuat kerja presiden prabowo antaranewscomberita,Positive,0.92540442943573,positive,high,218,28
bansos makin luas program makan gratis jalan terus bukti konkret dari kinerja presiden prabowo indonesialebihkuat antaranewscomberita,bantu sosial makin luas program makan gratis jalan terus bukti konkret kerja presiden prabowo indonesialebihkuat antaranewscomberita,Positive,0.5069332718849182,positive,low,132,16
dari pada dukung prabowo masih sama jokowi dukung anis udah jelas tidak sama jokowi program anis masuk akal program pendidikan gratis lah prabowo program makan gratis banyak keracunan,dukung prabowo sama jokowi dukung anis jelas tidak_sama jokowi program anis masuk akal program didik gratis lah prabowo program makan gratis banyak racun,Negative,0.9993758797645569,negative,high,153,23
survei ipo program makan gratis dan bansos jadi bukti kepedulian dalam kinerja presiden prabowo indonesialebihkuat antaranewscomberita,survei ipo program makan gratis bantu sosial jadi bukti peduli kerja presiden prabowo indonesialebihkuat antaranewscomberita,Neutral,0.9996148347854614,neutral,high,124,15
program bansos dan makan bergizi gratis bikin kinerja presiden prabowo terasa langsung di masyarakat indonesialebihkuat mediaindonesiacompolitikd,program bantu sosial makan gizi gratis bikin kerja presiden prabowo asa langsung masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9996795654296875,neutral,high,136,15
perampokan apbn akan berlangsung tahun untuk pemenangan gibran kerja digaji rakyat tapi tidak bawa manfaat buat rakyat rakyat dibodohi dengan makan siang gratis padahal mereka bisa urus sendiri kalau ada pekerjaan dinasti maling jokowi jokowikriminal jokowikriminal,ampo anggar dapat dan belanja negara langsung tahun menang gibran kerja gaji masyarakat tidak_bawa manfaat buat masyarakat masyarakat bodoh makan siang gratis padahal urus sendiri kalau kerja dinasti maling jokowi jokowikriminal jokowikriminal,Negative,0.999841570854187,negative,high,243,32
itulah strategi mulyono ketika mulyono ngajak prabowo jegal anies di pilkada sebenarnya mulyono sudah memperhitungkan kemenangan gibran lewat blusukan bagi susu makan siang gratis selama tahun difasilitasi apbn difasilitasi uang rakyat gibranbencananasional,strategi buruk buruk ngajak prabowo jegal anies pilih kepala daerah benar buruk hitung menang gibran lewat blusukan susu makan siang gratis lama tahun fasilitas anggar dapat dan belanja negara fasilitas uang masyarakat gibranbencananasional,Negative,0.9997524619102478,negative,high,240,33
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat dg harga minyak naik diatas bbbl ikn makan siang gratis jadi beban apbn pendukung zionis berjaya,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat harga minyak naik atas bbl ikn makan siang gratis jadi beban anggar dapat dan belanja negara dukung zionis jaya,Negative,0.9959195852279663,negative,high,268,42
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat dg harga minyak naik diatas bbbl ikn makan siang gratis jadi beban apbn pendukung zionis berjaya,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat harga minyak naik atas bbl ikn makan siang gratis jadi beban anggar dapat dan belanja negara dukung zionis jaya,Negative,0.9959195852279663,negative,high,268,42
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat dg harga minyak naik diatas bbbl ikn makan siang gratis jadi beban apbn pendukung zionis berjaya,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat harga minyak naik atas bbl ikn makan siang gratis jadi beban anggar dapat dan belanja negara dukung zionis jaya,Negative,0.9959195852279663,negative,high,268,42
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat dg harga minyak naik diatas bbbl ikn makan siang gratis jadi beban apbn pendukung zionis berjaya,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai putin rusia menang ekonomi indonesia makin berat harga minyak naik atas bbl ikn makan siang gratis jadi beban anggar dapat dan belanja negara dukung zionis jaya,Negative,0.9959195852279663,negative,high,268,42
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai dg kemenangan putin rusia ekonomi indonesia makin berat dg harga minyak naik diatas bbbl proyek ikn makan siang gratis jadi beban apbn,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai menang putin rusia ekonomi indonesia makin berat harga minyak naik atas bbl proyek ikn makan siang gratis jadi beban anggar dapat dan belanja negara,Negative,0.9917209148406982,negative,high,256,40
trump menang siap timur tengah membara zionis israel makin brutal caplok tanah genosida perang ukraina selesai dg kemenangan putin rusia ekonomi indonesia makin berat dg harga minyak naik diatas bbbl proyek ikn makan siang gratis jadi beban apbn,trump menang siap timur tengah bara zionis israel makin brutal caplok tanah genosida perang ukraina selesai menang putin rusia ekonomi indonesia makin berat harga minyak naik atas bbl proyek ikn makan siang gratis jadi beban anggar dapat dan belanja negara,Negative,0.9917209148406982,negative,high,256,40
tahun akan terus kampanye begitu ditambah makan siang gratis yang dibiayai apbn dikerjakan oleh polisi baru yang digaji apbn padahal untuk kampanye gibran turunkanfufufafa turunkanfufufafa reuniislambangkit,tahun terus kampanye tambah makan siang gratis biaya anggar dapat dan belanja negara kerja polisi baru gaji anggar dapat dan belanja negara padahal kampanye gibran turunkanfufufafa turunkanfufufafa reuniislambangkit,Neutral,0.9970135688781738,neutral,high,215,28
program makan bergizi gratis itu langkah kecil yang bisa punya dampak besar makan gratis dan bansos itu ngebantu banget buat keluarga yang lagi susah antaranewscomberita indonesialebihkuat kinerja presiden prabowo,program makan gizi gratis langkah kecil punya dampak besar makan gratis bantu sosial ngebantu sangat buat keluarga susah antaranewscomberita indonesialebihkuat kerja presiden prabowo,Positive,0.9120357036590576,positive,high,182,23
survei ipo mayoritas masyarakat suka gaya tegas dan program yang langsung kerasa bansos makan gratis dan keberpihakan ke rakyat kecil jadi bukti awal kinerja presiden prabowo yang prorakyat indonesialebihkuat sinpoiddetailsurvei,survei ipo mayoritas masyarakat suka gaya tegas program langsung rasa bantu sosial makan gratis pihak masyarakat kecil jadi bukti awal kerja presiden prabowo prorakyat indonesialebihkuat sinpoiddetailsurvei,Positive,0.812002420425415,positive,high,206,26
gaya kepemimpinan yang tegas komitmen lawan korupsi sampai program makan bergizi gratis jadi alasan kuat kenapa kinerja presiden prabowo diapresiasi publik wajar sih langsung nyentuh kebutuhan dasar rakyat indonesialebihkuat mediaindonesiacompolitikd,gaya pimpin tegas komitmen lawan korupsi program makan gizi gratis jadi alas kuat kerja presiden prabowo apresiasi publik wajar langsung nyentuh butuh dasar masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9949171543121338,negative,high,212,26
bisa kita lihat dari awal kepemimpinan presiden prabowo memang kerjanya langsung gercep mulai dari program bansos makan bergizi gratis sampe urusan pertahanan jaminan sosial indonesialebihkuat kinerja presiden prabowo tempocopolitiksurveiipo,lihat awal pimpin presiden prabowo memang kerja langsung gercep mulai program bantu sosial makan gizi gratis sampe urus tahan jamin sosial indonesialebihkuat kerja presiden prabowo tempocopolitiksurveiipo,Neutral,0.9996262788772583,neutral,high,204,26
program makan bergizi gratis bukan cuma janji tapi udah dijalankan dan mulai dirasain manfaatnya makanya survei ipo kasih nilai kepuasan terhadap kinerja presiden prabowo indonesialebihkuat sudutpandangidsurveikepua,program makan gizi gratis bukan_cuma janji jalan mulai dirasain manfaat makanya survei ipo kasih nilai puas kerja presiden prabowo indonesialebihkuat sudutpandangidsurveikepua,Positive,0.9982203841209412,positive,high,175,21
program makan bergizi gratis dan bantuan sosial jadi alasan utama masyarakat puas langkah nyata dari kinerja presiden prabowo yang langsung menyentuh kebutuhan dasar rakyat inilah bukti kerja untuk indonesialebihkuat,program makan gizi gratis bantu sosial jadi alas utama masyarakat puas langkah nyata kerja presiden prabowo langsung sentuh butuh dasar masyarakat ini bukti kerja indonesialebihkuat,Positive,0.9932409524917603,positive,high,181,25
program seperti bansos makan bergizi gratis ternyata langsung ngena di hati masyarakatnggak heran kalau angka kepuasan publik ke prabowo tinggikarena yang dibutuhin rakyat bukan wacana tapi aksi nyata indonesialebihkuat kinerja presiden prabowo,program bantu sosial makan gizi gratis nyata langsung ngena hati masyarakatnggak heran kalau angka puas publik prabowo tinggikarena dibutuhin masyarakat bukan_wacana aksi nyata indonesialebihkuat kerja presiden prabowo,Positive,0.9363511800765991,positive,high,218,27
selain itu persen menilai programprogram presiden memihak rakyat persen memuji bantuan sosial dan persen mengakui manfaat program makan bergizi gratis indonesialebihkuat kinerja presiden prabowo antaranewscomberita,persen nilai programprogram presiden pihak masyarakat persen puji bantu sosial persen aku manfaat program makan gizi gratis indonesialebihkuat kerja presiden prabowo antaranewscomberita,Neutral,0.8569103479385376,neutral,high,185,22
baru bulan tapi survei ipo catat publik puas program bansos makan bergizi gratis bikin kinerja presiden prabowo langsung kerasa indonesialebihkuat garudatvhasilsurveiipo,baru bulan survei ipo catat publik puas program bantu sosial makan gizi gratis bikin kerja presiden prabowo langsung rasa indonesialebihkuat garudatvhasilsurveiipo,Neutral,0.9354144930839539,positive,high,163,21
kinerja presiden prabowo dinilai cepat dan menyentuh langsung rakyat programprogram seperti bansos dan makan bergizi gratis langsung dirasakan indonesialebihkuat garudatvhasilsurveii,kerja presiden prabowo nilai cepat sentuh langsung masyarakat programprogram bantu sosial makan gizi gratis langsung rasa indonesialebihkuat garudatvhasilsurveii,Neutral,0.9990894794464111,positive,high,161,18
bukan cuma soal gaya kepemimpinan tapi juga soal keberpihakansurvei ipo tunjukkan programprogram seperti makan bergizi gratis bansos jadi alasan kuat masyarakat puas dengan presiden prabowo indonesialebihkuat kinerja presiden prabowo,bukan_cuma soal gaya pimpin soal keberpihakansurvei ipo tunjuk programprogram makan gizi gratis bantu sosial jadi alas kuat masyarakat puas presiden prabowo indonesialebihkuat kerja presiden prabowo,Positive,0.9967754483222961,positive,high,198,25
program makan bergizi gratis bantuan sosial hingga kebijakan prorakyat jadi bukti nyata kinerja presiden prabowo yang langsung terasa kepercayaan publik bukan karena janji tapi karena aksi indonesialebihkuat,program makan gizi gratis bantu sosial hingga kebijakan prorakyat jadi bukti nyata kerja presiden prabowo langsung asa percaya publik bukan_karena janji aksi indonesialebihkuat,Positive,0.809622585773468,negative,high,176,23
kinerja presiden prabowo dinilai cepat dan menyentuh langsung rakyat programprogram seperti bansos dan makan bergizi gratis langsung dirasakan indonesialebihkuat garudatvhasilsurveiipo,kerja presiden prabowo nilai cepat sentuh langsung masyarakat programprogram bantu sosial makan gizi gratis langsung rasa indonesialebihkuat garudatvhasilsurveiipo,Neutral,0.9989204406738281,positive,high,163,18
baru dua bulan menjabat tapi program sosial seperti makan bergizi gratis sudah terasa hasilnya publik pun mengapresiasi kinerja presiden prabowo indonesialebihkuat garudatvhasilsurveiipo,baru bulan jabat program sosial makan gizi gratis asa hasil publik apresiasi kerja presiden prabowo indonesialebihkuat garudatvhasilsurveiipo,Neutral,0.9958471655845642,positive,high,141,17
